article_id;title;speaking_url
100125;District Energy: We need your technical expertise - help us “unlock” access to financing;articles/detailed/24f2e2239d6c1bd785cd8ab58ce22b1e/district-energy-we-need-your-technical-expertise-help-us-unlock-access-to-financing/
100126;We accelerate the Energy Transition.;articles/detailed/6aa682afdebccb422ff5bc6c7c6892d1/we-accelerate-the-energy-transition/
100127;The Italian Energy Audits model: A “cocktail” of best practices that lead to success;articles/detailed/972d126c82cddffb88dee49595eb9800/the-italian-energy-audits-model-a-cocktail-of-best-practices-that-lead-to-success/
100128;Onward we go – starting the credentialing process for ICP Europe industry projects;articles/detailed/57e0c8928b53c5f290c0cb5bf8ece94d/onward-we-go-starting-the-credentialing-process-for-icp-europe-industry-projects/
100129;The EU moves forward on green investments;articles/detailed/9e3e2a69104b9defde02c229ec3a4839/the-eu-moves-forward-on-green-investments/
100130;Aluminum Industry: 10 Emerging Technologies for Energy-efficiency and GHG Emissions Reduction;articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction/
100131;The benefit of compressed air systems becoming smart - a Boge example;articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example/
100132;FAQ - how the ICP process works for industry, district energy and street lighting;articles/detailed/d296929403a5c5c3aae5852e9fbc924c/faq-how-the-icp-process-works-for-industry-district-energy-and-street-lighting/
100133;Farewell to Traditional Compressor-Based Refrigeration?;articles/detailed/c4a9bce1728be9d76641b9b9f01530fa/farewell-to-traditional-compressor-based-refrigeration/
100134;Digital Transformation of Energy Utilities – Shifting Gears?;articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears/
100135;India – a global player in energy efficiency;articles/detailed/4d7ff810b37bf059b55f5a9a7df2639d/india-a-global-player-in-energy-efficiency/
100136;When is the grid “full”?;articles/detailed/6a0c4b455cbb2475e46ed547eb2c6c71/when-is-the-grid-full/
100137;Too good to be true?  Not really:  a word to the captains of industry;articles/detailed/e2ed1ea3e5b9a762413430d5c64e512a/too-good-to-be-true-not-really-a-word-to-the-captains-of-industry/
100138;Utilities and Governments are Wasting Millions of Dollars Subsidizing A Wrong Technology for Motor Systems Efficiency;articles/detailed/b54ae3494e0cfd5837f5693810b4fbe5/utilities-and-governments-are-wasting-millions-of-dollars-subsidizing-a-wrong-technology-for-motor-s/
100139;The HERA Group, from local utility to global sustainable development. A unique approach that could change the way utilities do business around the world;articles/detailed/d0c5cd40b76a3e5018e052ad62fd5f5d/the-hera-group-from-local-utility-to-global-sustainable-development-a-unique-approach-that-could-c/
100140;UPDATE - ICP: Top 2 benefits for energy efficiency project developers;articles/detailed/4f63a3c03d4b9e2221c891061ae71a56/update-icp-top-2-benefits-for-energy-efficiency-project-developers/
100141;Delivering Energy Efficiency in Industry: How the Hera Group turned an obligation into an innovative and successful business strategy;articles/detailed/4c7bd62b8c3038fcf27363d26e5b2a1c/delivering-energy-efficiency-in-industry-how-the-hera-group-turned-an-obligation-into-an-innovative/
100142;Energy Transition goes virtual - the ICP project;articles/detailed/18eb425c07361782ce3b964b2ba036a8/energy-transition-goes-virtual-the-icp-project/
100143;Join us in a novel approach to increase investments in industrial energy efficiency: training for project developers starts April 27th;articles/detailed/00e0e8fdcd49a6d6e570bf96ddc9b590/join-us-in-a-novel-approach-to-increase-investments-in-industrial-energy-efficiency-training-for-pr/
100144;Open now: The Energy Efficiency Barometer of Industry - a tool to enhance industrial energy productivity;articles/detailed/6a487ccbe8bd3961a12bda2c30c0d69f/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti-1/
100145;Does VR work for Energy Efficiency markets? A review of the VR presentation of the Investor Confidence Project at Hannover Messe 2018;articles/detailed/6640bb0e4577f612ae97c07ac211429f/does-vr-works-for-energy-transition-a-review-from-the-investor-confidence-project-vr-presentation-a/
100145;Does VR work for Energy Efficiency markets? A review of the VR presentation of the Investor Confidence Project at Hannover Messe 2018;articles/detailed/6640bb0e4577f612ae97c07ac211429f/does-vr-work-for-energy-transition-a-review-from-the-investor-confidence-project-vr-presentation-at/
100145;Does VR work for Energy Efficiency markets? A review of the VR presentation of the Investor Confidence Project at Hannover Messe 2018;articles/detailed/6640bb0e4577f612ae97c07ac211429f/does-vr-work-for-energy-efficiency-markets-a-review-of-the-vr-presentation-of-the-investor-confiden/
100146;You've got a friend;articles/detailed/c0074da70f54337de17e9c0fa27bbcde/youve-got-a-friend/
100147;The hidden benefits of solar powered energy;articles/detailed/d73b78e21d506c695cd13546d412686d/the-hidden-benefits-of-solar-powered-energy/
100148;What’s next for industrial energy efficiency?;articles/detailed/8fd9a854a34a274a25827f6380b8dd60/whats-next-for-industrial-energy-efficiency/
100149;IoT - Equipped LED lighting systems enhance Energy Efficiency;articles/detailed/feb76d3e75da0b5aa4f06920ecdfbb1b/iot-equipped-led-lighting-systems-enhance-energy-efficiency/
100150;The Gordian Knot of energy efficiency: A message to Europe's financial community;articles/detailed/ab328197c26ad8db8a03513257e20ef0/the-gordian-knot-of-energy-efficiency-a-message-to-europes-financial-community/
100151;Why do you need energy storage monitoring?;articles/detailed/d1bb2647d9044a7fb75ba2eab1eb3312/why-do-you-need-energy-storage-monitoring/
100152;Why we need and take training?;articles/detailed/332c2c17e5d079df79e7321b16899109/why-we-need-and-take-training/
100153;Blockchain in the energy sector is moving forward - Key takeaways from the EventHorizon 2018;articles/detailed/a2bd6c7cc795a02e466014f1d9ea5e2c/blockchain-in-the-energy-sector-is-moving-forward-key-takeaways-from-the-eventhorizon-2018/
100154;Open now: The Energy Efficiency Barometer of Industry - a tool to enhance industrial energy productivity;articles/detailed/f38cee81ed23017fdcc9ae9b91fb4672/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti-2/
100155;Europe must choose a green future;articles/detailed/12c871ca49c1f9771d62effc38fe662b/europe-must-choose-a-green-future/
100156;Glass Industry: 16 Emerging Technologies for Energy-efficiency and GHG Emissions Reduction;articles/detailed/34260b0b3988ea8db952bd0136a17120/glass-industry-16-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction/
100157;Finding your own energy transition;articles/detailed/0cd04388e37e73dc414ed6392f687cd5/finding-your-own-energy-transition/
100158;Will South Korea’s energy transition include nuclear?;articles/detailed/96379c8c8b2448096037e2fa20a0b618/will-south-koreas-energy-transition-include-nuclear/
100159;21st century energy management;articles/detailed/34797d22b9f922980cdcc13e3cd53771/21st-century-energy-management/
100160;Blockchain Technology – a Threat to Distribution Network Operators?;articles/detailed/8f064e6ee2e2d97b4bd36346f1bae053/blockchain-technology-a-threat-to-distribution-network-operators/
100161;Where energy efficiency is really found is in the minds of men and women;articles/detailed/b78cc76b2bbb9deca2d1372fb54db32d/where-energy-efficiency-is-really-found-is-in-the-minds-of-men-and-women/
100162;Clean energy investment ‘must be 50% higher’ to limit warming to 1.5C;articles/detailed/c27819561efea845133f62b42d455fd4/clean-energy-investment-must-be-50-higher-to-limit-warming-to-15c/
100163;Next steps in financing energy efficiency improvements in Europe’s industry and energy supply;articles/detailed/4a35a2d2a7c94b4e4cba34dd450f2110/next-steps-in-financing-energy-efficiency-improvements-in-europes-district-energy-systems/
100163;Next steps in financing energy efficiency improvements in Europe’s industry and energy supply;articles/detailed/4a35a2d2a7c94b4e4cba34dd450f2110/next-steps-in-financing-energy-efficiency-improvements-in-europes-industry-and-energy-supply/
100164;The next wave of renewable energy?;articles/detailed/7ef728cf3f13a32bc3d1a708970cd8e4/the-next-wave-of-renewable-energy/
100165;Message to the investor community: Be that ‘bridge over troubled water’;articles/detailed/766fbf5ef63d886ae86f52d0bb7dd2ab/message-to-the-investor-community-be-that-bridge-over-troubled-water/
100166;Optimizing Electrical Motor Efficiency: Get More Bang for Your Buck;articles/detailed/fc2366a289df3f830da0810bf9fb3f91/optimizing-electrical-motor-efficiency-get-more-bang-for-your-buck/
100167;Risk minimization for energy efficiency projects;articles/detailed/add4074d8ed903b257db63c17278173a/risk-minimization-for-energy-efficiency-projects/
100168;Offshore wind rising to challenge king coal in Polish energy market;articles/detailed/98e49350e095a78bba5f6b2203ad8458/offshore-wind-rising-to-challenge-king-coal-in-polish-energy-market/
100169;Evolution in energy efficiency financing;articles/detailed/9e1c5808fe0eb6f65657f2251513823a/evolution-in-energy-efficiency-financing/
100170;ICP – the way financial institutions can make fighting climate change a business case;articles/detailed/692d2faa1b369dcb68add94fe91bb7c4/icp-the-way-financial-institutions-can-make-fighting-climate-change-a-business-case/
100171;Local energy aggregation: Similarities between the Italian Hera Group and the Community Choice Energy programs in California;articles/detailed/1f94823dd90fe3a2b15e3b8f992c2d96/spring-thoughts-on-local-energy-aggregation-similarities-between-the-italian-hera-group-and-the-com/
100171;Local energy aggregation: Similarities between the Italian Hera Group and the Community Choice Energy programs in California;articles/detailed/1f94823dd90fe3a2b15e3b8f992c2d96/local-energy-aggregation-similarities-between-the-italian-hera-group-and-the-community-choice-energ/
100172;Green Aviation;articles/detailed/fa42c6cf40438e1f6c04feda8bbf3984/green-aviation/
100173;TOP 3 Articles 1st half 2018;articles/detailed/7f23be3fca8e045b66936cb0d89960b9/top-3-articles-1st-half-2018/
100174;Is an energy revolution underway in Chile?;articles/detailed/597c40b4f191d141b0905cff80768f39/is-an-energy-revolution-underway-in-chile/
100175;Using Non-Energy Benefits to Build Better Business Cases;articles/detailed/c093e7f4b68f4bc3a752612f2ad5c709/using-non-energy-benefits-to-build-better-business-cases/
100176;Batteries included: Gigafactories advance German energy transition;articles/detailed/b13f8de5011c6c00e983eaf1b61ff906/batteries-included-gigafactories-advance-german-energy-transition/
100177;De-risking energy efficiency projects: a market opportunity for project developers;articles/detailed/ffd4015cb22ef1948e4d956483914a88/de-risking-energy-efficiency-projects-a-market-opportunity-for-project-developers/
100178;Redefining energy efficiency in new construction programs;articles/detailed/e32bdce54db95fe6352bc19b9788c19b/redefining-energy-efficiency-in-new-construction-programs/
100179;The EIP-SCC Matchmaking initiative as a tool to accelerate investments in the Smart City Panorama;articles/detailed/991f1eb939d8aa5da63e175345aac03c/the-eip-scc-matchmaking-initiative-as-a-tool-to-accelerate-investments-in-the-smart-city-panorama/
100180;TOP3 articles Energy Finance 1st half 2018;articles/detailed/59398a6084a70332e5c25f6f381be48a/top3-articles-energy-finance-1st-half-2018/
100181;It's time to act;articles/detailed/13f8394f72011093e73a7d7857038bff/its-time-to-act/
100182;Ireland’s new Renewable Energy Support Scheme (RESS) design;articles/detailed/70efcbafd3ee1ac5b52a7913ecaaae56/irelands-new-renewable-energy-support-scheme-ress-design/
100183;TOP 3 Energy Efficiency articles 1st half 2018;articles/detailed/f3bb91abbe2349bb3f50471ef189a4d8/top-3-energy-efficiency-articles-1st-half-2018/
100184;Depleting stupidity;articles/detailed/89f743e5ac9756042cdd424c299bd228/depleting-stupidity/
100185;Houston, we have a problem...;articles/detailed/30e4b682075f96f3e7ebea18caaa79bd/houston-we-have-a-problem/
100186;Are ZNE-ready manufactured homes on the horizon;articles/detailed/0c51dd8cd9769e44e6153a26b3005862/are-zne-ready-manufactured-homes-on-the-horizon/
100187;TOP 3 EEIP articles 2nd quarter 2018;articles/detailed/63fe80d29a9f53c016b83eed57221f95/top-3-eeip-articles-2nd-quarter-2018/
100188;Climate change might double the cost of a beer;articles/detailed/dfb9da78d841d5e08af377be8edd939f/climate-change-might-double-the-cost-of-a-beer/
100189;The Hera Group experience with green bonds - energy efficiency is the top financed category;articles/detailed/64733ae2e40155da8b4a28aeeb61a8f1/blog-from-silvia-zinetti-the-hera-group-experience-with-green-bonds-energy-efficiency-is-the-top/
100189;The Hera Group experience with green bonds - energy efficiency is the top financed category;articles/detailed/64733ae2e40155da8b4a28aeeb61a8f1/the-hera-group-experience-with-green-bonds-energy-efficiency-is-the-top-financed-category/
100190;TOP 3 Articles in Energy Finance from the 2nd quarter of 2018;articles/detailed/600314d5d6f1841c17973a1cada00c52/top-3-articles-in-energy-finance-from-the-2nd-quarter-of-2018/
100191;Q&A: Why cement emissions matter for climate change;articles/detailed/3a0e40e036e0bcf89480412ebe748520/qa-why-cement-emissions-matter-for-climate-change/
100192;Interview to Rod Janssen - "We can't oversell energy efficiency";articles/detailed/a9a7c3e28192afd1ea37faf9818ad567/interview-to-rod-janssen-we-cant-oversell-energy-efficiency/
100193;TOP 3 articles in Energy Efficiency fom the 2nd quarter of 2018;articles/detailed/df337947f1ec90e3b8c0a43af4fcf2fa/top-3-articles-in-energy-efficiency-fom-the-2nd-quarter-of-2018/
100194;2018 Energy Trends: Connected Lighting is the Future (Part 1);articles/detailed/8da747fdc853fe496d583b28726b2793/2018-energy-trends-connected-lighting-is-the-future-part-1/
100195;2018 Energy Trends: Connected Lighting is the Future (Part 2);articles/detailed/dbf122bb93bcee0f830ec6172e8ab918/2018-energy-trends-connected-lighting-is-the-future-part-2/
100201;Cheaper Storage, Bigger Markets, Lots of EVs… Are you Ready?;articles/detailed/93546b4e7d63045fe7e044b0f898b397/cheaper-storage-bigger-markets-lots-of-evs-are-you-ready/
100204;The Investor Confidence Project: The Time is Now;articles/detailed/8df8bd03b30afa5e3581a4eec35f748c/the-investor-confidence-project-the-time-is-now/
100205;The Times Are A-Changin’;articles/detailed/9e5addd42c9fe162706b9b586e88a536/the-times-are-a-changin/
100206;Waste Heat Recovery - first European industry project certified by the Investor Confidence Project;articles/detailed/f5767647a9ab96645b2cc539b425668c/first-european-industry-project-certified-by-the-investor-confidence-project/
100206;Waste Heat Recovery - first European industry project certified by the Investor Confidence Project;articles/detailed/f5767647a9ab96645b2cc539b425668c/waste-heat-recovery-first-european-industry-project-certified-by-the-investor-confidence-project/
100207;5 innovative UK energy efficiency project developers and quality assurance providers;articles/detailed/4160520ae3a2b9099aebe25b156b7c1a/5-innovative-energy-effiicency-project-developers-in-germany/
100207;5 innovative UK energy efficiency project developers and quality assurance providers;articles/detailed/4160520ae3a2b9099aebe25b156b7c1a/5-innovative-energy-effiicency-project-developers-in-uk/
100207;5 innovative UK energy efficiency project developers and quality assurance providers;articles/detailed/4160520ae3a2b9099aebe25b156b7c1a/5-innovative-energy-efficiency-project-developers-in-uk/
100207;5 innovative UK energy efficiency project developers and quality assurance providers;articles/detailed/4160520ae3a2b9099aebe25b156b7c1a/5-innovative-uk-energy-efficiency-project-developers-and-quality-assurance-providers/
100208;EU research & innovation tout court;articles/detailed/2240a0080e84ff500ccd323cea916d61/eu-research-innovation-tout-court/
100209;How Greece drives energy efficiency: 5 innovative companies;articles/detailed/b875c3e979720a90462f44fb4669d063/how-greece-drives-energy-efficiency-5-innovative-companies/
100209;How Greece drives energy efficiency: 5 innovative companies;articles/detailed/b875c3e979720a90462f44fb4669d063/por-drives-energy-efficiency-5-innovative-companies/
100210;Finding our voice;articles/detailed/59ae4fb65e1e983e3d62e2f3cdb766c5/finding-our-voice/
100211;Utilize all the available energy — Heat recovery;articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery/
100212;DeepL Beispiel - Quelle underwriting guide;articles/detailed/dc1fd30b95c09158c24ec97ca047864b/deepl-beispiel-quelle-underwriting-guide/
100213;Electric Vehicles & Heat Pumps: Electric motors play a crucial role in the energy transition;articles/detailed/7a63d03adb027ab72323daa86bdbd98d/electric-vehicles-heat-pumps-electric-motors-play-a-crucial-role-in-the-energy-transition/
100214;“Simply not enough”;articles/detailed/5744e330c75634733f10ed7a0b23a649/simply-not-enough/
100215;More than Ronaldo - How 5 innovative Portuguese companies drive energy efficiency;articles/detailed/118b6fd8f841b469f817b35dbc32c344/how-greece-drives-energy-efficiency-5-innovative-companies-1/
100215;More than Ronaldo - How 5 innovative Portuguese companies drive energy efficiency;articles/detailed/118b6fd8f841b469f817b35dbc32c344/por-how-greece-drives-energy-efficiency-5-innovative-companies/
100215;More than Ronaldo - How 5 innovative Portuguese companies drive energy efficiency;articles/detailed/118b6fd8f841b469f817b35dbc32c344/more-than-ronaldo-how-5-innovative-portugese-companies-drive-energy-efficiency/
100215;More than Ronaldo - How 5 innovative Portuguese companies drive energy efficiency;articles/detailed/118b6fd8f841b469f817b35dbc32c344/more-than-ronaldo-how-5-innovative-portuguese-companies-drive-energy-efficiency/
100216;Making an impact;articles/detailed/acf17ceb7cc3ca018ef3b57f08c2ce0f/making-an-impact/
100217;ICP partners made it!;articles/detailed/8c9a196e2fef8fe8433f4dfbca0cee3a/icp-partners-made-it/
100218;What the energy efficiency community can learn from the Club of Rome;articles/detailed/628f0f1eee2e8315aa40601b5c379f3c/what-the-energy-efficiency-community-can-learn-from-the-club-of-rome/
100219;Sustainable finance: Simplicity liberates action!;articles/detailed/ae4a4252c36c6b06e33e7f5814200dea/sustainable-finance-simplicity-liberates-action/
